ds,yhat
2010-12-01 08:26:00,488.78622901244165
2010-12-01 08:28:00,489.4187191316592
2010-12-01 08:34:00,491.6465263388775
2010-12-01 08:35:00,492.05886571588644
2010-12-01 08:45:00,496.6213495921062
2010-12-01 09:00:00,503.95635673013646
2010-12-01 09:01:00,504.4263014912688
2010-12-01 09:02:00,504.89085874322404
2010-12-01 09:09:00,507.9512568166471
2010-12-01 09:32:00,514.1668181047321
2010-12-01 09:34:00,514.3381561127208
2010-12-01 09:37:00,514.4662897369701
2010-12-01 09:41:00,514.3888969169566
2010-12-01 09:45:00,514.0189042912477
2010-12-01 09:53:00,512.3737799054929
2010-12-01 09:56:00,511.44055305848434
2010-12-01 09:57:00,511.0909288275548
2010-12-01 09:58:00,510.7220352898373
2010-12-01 09:59:00,510.3338886115362
2010-12-01 10:03:00,508.5893955352608
2010-12-01 10:19:00,498.6268111617852
2010-12-01 10:29:00,490.1521084325219
2010-12-01 10:37:00,482.2912721581946
2010-12-01 10:39:00,480.1928460678591
2010-12-01 10:47:00,471.33519846245986
2010-12-01 10:51:00,466.6625497377988
2010-12-01 10:52:00,465.47246024059035
2010-12-01 10:53:00,464.2742598203866
2010-12-01 11:21:00,428.823923429507
2010-12-01 11:22:00,427.54026269351743
2010-12-01 11:27:00,421.16202425382414
2010-12-01 11:29:00,418.6355719495176
2010-12-01 11:32:00,414.8805715737497
2010-12-01 11:33:00,413.6394115088911
2010-12-01 11:34:00,412.40402060325914
2010-12-01 11:41:00,403.94297243120775
2010-12-01 11:45:00,399.28006573700145
2010-12-01 11:49:00,394.76394130446835
2010-12-01 11:57:00,386.2349409267357
2010-12-01 11:58:00,385.2203847582067
2010-12-01 12:03:00,380.33362983277954
2010-12-01 12:08:00,375.77304946801036
2010-12-01 12:12:00,372.3724235729098
2010-12-01 12:15:00,369.9719827497411
2010-12-01 12:22:00,364.88763316116757
2010-12-01 12:23:00,364.2215025875423
2010-12-01 12:27:00,361.70973114921935
2010-12-01 12:31:00,359.443875020649
2010-12-01 12:35:00,357.42468934224775
2010-12-01 12:36:00,356.958376682521
2010-12-01 12:38:00,356.0717624912802
2010-12-01 12:40:00,355.24624678447015
2010-12-01 12:43:00,354.1216740704007
2010-12-01 12:48:00,352.54617655895356
2010-12-01 12:49:00,352.2751617545587
2010-12-01 12:50:00,352.0186197179711
2010-12-01 12:51:00,351.77644453460783
2010-12-01 12:54:00,351.1349831648108
2010-12-01 12:58:00,350.4735118579898
2010-12-01 13:04:00,349.87812275558235
2010-12-01 13:17:00,350.05952061926376
2010-12-01 13:20:00,350.35263046499693
2010-12-01 13:21:00,350.4688100250004
2010-12-01 13:23:00,350.7274950871184
2010-12-01 13:24:00,350.86952869312216
2010-12-01 13:31:00,352.07805186512724
2010-12-01 13:33:00,352.48477234431186
2010-12-01 13:38:00,353.60023062524203
2010-12-01 13:45:00,355.3475619831669
2010-12-01 13:51:00,356.9560486513313
2010-12-01 13:54:00,357.779647464047
2010-12-01 14:03:00,360.2436496548704
2010-12-01 14:05:00,360.77678522411463
2010-12-01 14:11:00,362.3113724774962
2010-12-01 14:34:00,366.53653679440436
2010-12-01 14:38:00,366.8898869780089
2010-12-01 14:41:00,367.06443035598727
2010-12-01 14:54:00,366.85070607706143
2010-12-01 15:00:00,366.18918598322784
2010-12-01 15:06:00,365.1604755292356
2010-12-01 15:08:00,364.7358235676488
2010-12-01 15:21:00,361.0002605734079
2010-12-01 15:27:00,358.7317663491925
2010-12-01 15:28:00,358.3223878597227
2010-12-01 15:35:00,355.22235946564876
2010-12-01 15:37:00,354.2654864782096
2010-12-01 15:40:00,352.77546462534144
2010-12-01 15:45:00,350.1574460045286
2010-12-01 15:46:00,349.6152507846349
2010-12-01 16:01:00,340.90403404443407
2010-12-01 16:11:00,334.7279616688538
2010-12-01 16:13:00,333.4820187204351
2010-12-01 16:15:00,332.2369173697377
2010-12-01 16:16:00,331.61527862633045
2010-12-01 16:17:00,330.9945661700058
2010-12-01 16:19:00,329.75687486368315
2010-12-01 16:21:00,328.52575068619035
2010-12-01 16:22:00,327.91324571982636
2010-12-01 16:24:00,326.69553394236266
2010-12-01 16:25:00,326.09079849293914
2010-12-01 16:33:00,321.3824913069506
2010-12-01 16:49:00,313.0105867950739
2010-12-01 16:52:00,311.64838922130957
2010-12-01 16:57:00,309.5525093527642
2010-12-01 16:58:00,309.16091202829875
2010-12-01 17:15:00,304.060007918013
2010-12-01 17:22:00,302.877149917041
2010-12-01 17:24:00,302.64166519203906
2010-12-01 17:35:00,302.16032027120417
2010-12-02 07:48:00,494.0383016003143
2010-12-02 07:49:00,493.42017426859
2010-12-02 08:32:00,497.4283278198356
2010-12-02 08:33:00,498.0009042734
2010-12-02 08:34:00,498.5848111722669
2010-12-02 08:40:00,502.2889763618688
2010-12-02 08:43:00,504.2407529277055
2010-12-02 08:52:00,510.2915919314816
2010-12-02 09:29:00,530.8159418604656
2010-12-02 09:37:00,532.974025260158
2010-12-02 09:41:00,533.6356633938296
2010-12-02 09:42:00,533.7557371158277
2010-12-02 09:43:00,533.8574005309273
2010-12-02 09:44:00,533.9405322564788
2010-12-02 10:09:00,529.8300073904079
2010-12-02 10:10:00,529.4187018647918
2010-12-02 10:17:00,526.0316674157114
2010-12-02 10:18:00,525.476979282149
2010-12-02 10:27:00,519.7327901945068
2010-12-02 10:35:00,513.5784622831522
2010-12-02 10:39:00,510.17274186823107
2010-12-02 10:45:00,504.7038811863104
2010-12-02 10:46:00,503.7542201795724
2010-12-02 10:53:00,496.8423213352735
2010-12-02 10:54:00,495.82106777705053
2010-12-02 10:55:00,494.7923509274057
2010-12-02 10:56:00,493.7565082383496
2010-12-02 10:58:00,491.6648038692907
2010-12-02 11:02:00,487.4109122175339
2010-12-02 11:20:00,467.655452539179
2010-12-02 11:21:00,466.5538093176789
2010-12-02 11:22:00,465.4540188979831
2010-12-02 11:23:00,464.35641690493117
2010-12-02 11:35:00,451.47500251524747
2010-12-02 11:41:00,445.3421644981901
2010-12-02 11:45:00,441.41085376137914
2010-12-02 11:46:00,440.4501840722538
2010-12-02 11:57:00,430.5552999694971
2010-12-02 12:07:00,422.79655529635613
2010-12-02 12:09:00,421.40312622546173
2010-12-02 12:10:00,420.7271844488818
2010-12-02 12:11:00,420.065265653247
2010-12-02 12:16:00,416.9701277622423
2010-12-02 12:18:00,415.8340929923352
2010-12-02 12:22:00,413.74069194381366
2010-12-02 12:23:00,413.2549584403864
2010-12-02 12:24:00,412.78438236301315
2010-12-02 12:25:00,412.32900838666126
2010-12-02 12:26:00,411.8888750663384
2010-12-02 12:28:00,411.0544540967327
2010-12-02 12:33:00,409.23663977822736
2010-12-02 12:47:00,406.17073942755337
2010-12-02 12:50:00,405.89231666897365
2010-12-02 12:58:00,405.7690605666989
2010-12-02 12:59:00,405.8146971572731
2010-12-02 13:06:00,406.4916010288721
2010-12-02 13:08:00,406.79479017696195
2010-12-02 13:11:00,407.3355507913368
2010-12-02 13:14:00,407.9747223897564
2010-12-02 13:32:00,413.5442437185192
2010-12-02 13:36:00,415.09831753783544
2010-12-02 13:38:00,415.9063994994474
2010-12-02 13:39:00,416.31728810528773
2010-12-02 13:44:00,418.42967443743066
2010-12-02 13:45:00,418.8618895763271
2010-12-02 13:49:00,420.6143794897928
2010-12-02 14:04:00,427.27359640763586
2010-12-02 14:05:00,427.70871972541886
2010-12-02 14:06:00,428.14132357833444
2010-12-02 14:07:00,428.5711664564692
2010-12-02 14:09:00,429.42161478603975
2010-12-02 14:26:00,435.9114310927056
2010-12-02 14:30:00,437.18002542672025
2010-12-02 14:40:00,439.7939315046369
2010-12-02 14:42:00,440.2120983875309
2010-12-02 14:47:00,441.0933579324045
2010-12-02 14:49:00,441.3782229800479
2010-12-02 15:00:00,442.2244892593882
2010-12-02 15:03:00,442.23895308416616
2010-12-02 15:08:00,442.0551263444879
2010-12-02 15:14:00,441.4941222688807
2010-12-02 15:18:00,440.91785127666515
2010-12-02 15:19:00,440.7490551933652
2010-12-02 15:20:00,440.5705185435014
2010-12-02 15:22:00,440.1845638171168
2010-12-02 15:23:00,439.97732779230853
2010-12-02 15:24:00,439.7607152153164
2010-12-02 15:25:00,439.5348288325408
2010-12-02 15:26:00,439.29977599288185
2010-12-02 15:27:00,439.0556685845606
2010-12-02 15:28:00,438.8026230077629
2010-12-02 15:39:00,435.46681878765315
2010-12-02 15:40:00,435.11715049532245
2010-12-02 15:46:00,432.8773993300266
2010-12-02 15:49:00,431.6746321226153
2010-12-02 15:55:00,429.1296602424053
2010-12-02 16:00:00,426.8936065035541
2010-12-02 16:12:00,421.2733339958086
2010-12-02 16:29:00,413.35135408697596
2010-12-02 16:33:00,411.6031098033536
2010-12-02 16:34:00,411.17715527413736
2010-12-02 16:38:00,409.5243630078932
2010-12-02 16:42:00,407.96342675104063
2010-12-02 16:46:00,406.50742952738415
2010-12-02 16:48:00,405.822668615494
2010-12-02 16:50:00,405.1687017338901
2010-12-02 16:51:00,404.85370785748927
2010-12-02 16:59:00,402.6431937801092
2010-12-02 17:12:00,400.363058606989
2010-12-02 17:17:00,399.96005438307805
2010-12-02 17:22:00,399.8329572454029
2010-12-02 17:24:00,399.8602222005643
2010-12-02 17:38:00,401.29387980260475
2010-12-02 17:40:00,401.67197532782143
2010-12-02 17:41:00,401.87663826057513
2010-12-02 17:48:00,403.5903000025587
2010-12-02 17:51:00,404.4679836901939
2010-12-02 18:06:00,409.95153257070035
2010-12-02 18:08:00,410.7964526028758
2010-12-02 18:15:00,413.9012946951629
2010-12-02 18:23:00,417.63158930765405
2010-12-02 18:25:00,418.5766985015896
2010-12-02 18:27:00,419.5214831797714
2010-12-02 18:45:00,427.5361092737146
2010-12-02 18:46:00,427.9307158673576
2010-12-02 18:49:00,429.06557904295875
2010-12-02 19:18:00,434.25536720354023
2010-12-02 19:59:00,411.6539951968149
2010-12-03 09:31:00,591.7214136365892
2010-12-03 09:39:00,591.8452739239546
2010-12-03 09:45:00,591.1757509726335
2010-12-03 09:49:00,590.3501182041892
2010-12-03 09:51:00,589.8214018610158
2010-12-03 10:26:00,568.2048782474488
2010-12-03 10:33:00,561.3180693133093
2010-12-03 10:36:00,558.149081494428
2010-12-03 10:43:00,550.3011368746257
2010-12-03 10:44:00,549.132433480454
2010-12-03 11:19:00,503.67372646413895
2010-12-03 11:35:00,482.36488836313913
2010-12-03 11:42:00,473.45545597547937
2010-12-03 11:48:00,466.1300996713187
2010-12-03 12:05:00,447.4189465016253
2010-12-03 12:11:00,441.6714690702288
2010-12-03 12:20:00,433.9960218366681
2010-12-03 12:24:00,430.9649739388153
2010-12-03 12:28:00,428.17356013843136
2010-12-03 12:29:00,427.51340901652895
2010-12-03 12:41:00,420.76914458417286
2010-12-03 12:43:00,419.8546676637068
2010-12-03 12:48:00,417.82437861065966
2010-12-03 12:57:00,415.0596440094684
2010-12-03 13:09:00,413.01148120105245
2010-12-03 13:10:00,412.91761640397
2010-12-03 13:12:00,412.7625351162701
2010-12-03 13:40:00,414.19563159506447
2010-12-03 13:42:00,414.47780556474027
2010-12-03 13:43:00,414.62390693586553
2010-12-03 13:59:00,417.1890717382562
2010-12-03 14:04:00,417.9782745673119
2010-12-03 14:18:00,419.7715047400703
2010-12-03 14:26:00,420.3431427492991
2010-12-03 14:30:00,420.46380821450555
2010-12-03 14:35:00,420.4379644519332
2010-12-03 14:40:00,420.19852039992315
2010-12-03 14:54:00,418.2682331665278
2010-12-03 15:05:00,415.3485550093283
2010-12-03 15:10:00,413.6018851569333
2010-12-03 15:14:00,412.0176131632419
2010-12-03 15:16:00,411.1641264838107
2010-12-03 15:19:00,409.80858733953096
2010-12-03 15:25:00,406.8342856377654
2010-12-03 15:45:00,394.67492553538256
2010-12-03 16:02:00,382.3510583131141
2010-12-03 16:35:00,357.3048484479476
2010-12-03 16:44:00,351.0807072032253
2010-12-03 16:45:00,350.4210401535322
2010-12-03 17:20:00,332.92477923605855
2010-12-03 17:21:00,332.6105042744083
2010-12-03 17:28:00,330.7232381538117
2010-12-05 10:03:00,395.2897091010884
2010-12-05 10:12:00,392.2318312976082
2010-12-05 10:27:00,383.9255662444086
2010-12-05 10:36:00,377.2348894613922
2010-12-05 10:45:00,369.4841881471565
2010-12-05 10:52:00,362.86029042171145
2010-12-05 10:54:00,360.8892079389362
2010-12-05 10:58:00,356.859622207837
2010-12-05 11:02:00,352.73164870356675
2010-12-05 11:03:00,351.6868661877511
2010-12-05 11:04:00,350.6376621912128
2010-12-05 11:10:00,344.26911932734254
2010-12-05 11:12:00,342.1267215803557
2010-12-05 11:15:00,338.9043833920408
2010-12-05 11:38:00,314.7969350941798
2010-12-05 11:40:00,312.8260050042572
2010-12-05 11:45:00,308.03882369685743
2010-12-05 11:49:00,304.37090124198284
2010-12-05 11:51:00,302.5964569934463
2010-12-05 11:54:00,300.0145210615415
2010-12-05 11:57:00,297.53359544217045
2010-12-05 11:59:00,295.9385536440364
2010-12-05 12:00:00,295.1592978021469
2010-12-05 12:01:00,294.3924693675201
2010-12-05 12:02:00,293.6382494744413
2010-12-05 12:08:00,289.3871476151593
2010-12-05 12:09:00,288.7257867489441
2010-12-05 12:13:00,286.22014531028907
2010-12-05 12:15:00,285.05287300709716
2010-12-05 12:23:00,280.97212716896354
2010-12-05 12:26:00,279.68959682002424
2010-12-05 12:29:00,278.54414833071354
2010-12-05 12:34:00,276.9409693755476
2010-12-05 12:35:00,276.6662121203953
2010-12-05 12:42:00,275.1681242998307
2010-12-05 12:43:00,275.01431465910673
2010-12-05 12:44:00,274.8753771049856
2010-12-05 12:47:00,274.54703186373104
2010-12-05 12:53:00,274.2802048367851
2010-12-05 12:57:00,274.3815636008085
2010-12-05 13:00:00,274.5982474944751
2010-12-05 13:03:00,274.93100575357374
2010-12-05 13:05:00,275.2151496134754
2010-12-05 13:08:00,275.73131374386355
2010-12-05 13:10:00,276.1332218643492
2010-12-05 13:17:00,277.87895060262093
2010-12-05 13:18:00,278.1685874116997
2010-12-05 13:21:00,279.09300656351286
2010-12-05 13:26:00,280.80478824659826
2010-12-05 13:29:00,281.92395445052057
2010-12-05 13:42:00,287.3888122253901
2010-12-05 13:49:00,290.6058258975093
2010-12-05 13:53:00,292.48392173707384
2010-12-05 13:55:00,293.4269824067531
2010-12-05 14:02:00,296.713405402077
2010-12-05 14:03:00,297.17768604554055
2010-12-05 14:06:00,298.5572327255025
2010-12-05 14:17:00,303.3534907371089
2010-12-05 14:19:00,304.1655813808662
2010-12-05 14:25:00,306.45923280955975
2010-12-05 14:45:00,312.1367652177858
2010-12-05 14:52:00,313.266440199417
2010-12-05 15:02:00,314.0189418080585
2010-12-05 15:06:00,314.0295097710256
2010-12-05 15:12:00,313.73433815438506
2010-12-05 15:15:00,313.44857285499813
2010-12-05 15:18:00,313.07251560035144
2010-12-05 15:21:00,312.6080416788893
2010-12-05 15:26:00,311.64377413704733
2010-12-05 15:35:00,309.3482754949462
2010-12-05 15:38:00,308.436587784897
2010-12-05 15:40:00,307.79162502506233
2010-12-05 15:46:00,305.6932939086322
2010-12-05 15:47:00,305.32163295734847
2010-12-05 15:54:00,302.56973775721775
2010-12-05 16:00:00,300.039335293484
2010-12-05 16:10:00,295.6048702278875
2010-12-05 16:24:00,289.3318390087606
